entrez_gene_id	symbol	in_space_i	in_space_ii	in_space_iii	in_space_delta
66002	CYP4F12	1	1	1	0
66004	LYNX1	1	1	1	0
66005	CHID1	1	1	1	0
66008	TRAK2	0	1	1	0
66035	SLC2A11	0	1	1	0
66036	MTMR9	1	1	1	0
66037	BOLL	0	1	1	0
69642	2310046A06Rik	0	0	1	0
78986	DUSP26	1	1	1	0
78987	CRELD1	0	0	1	0
78988	MRP63	1	1	1	0
78989	COLEC11	1	1	1	0
78990	OTUB2	1	1	1	0
78991	PCYOX1L	0	0	1	0
78992	YIPF2	1	1	1	0
78994	PRR14	1	1	1	0
78995	C17orf53	1	1	1	0
78996	C7orf49	1	1	1	0
78997	GDAP1L1	1	1	1	0
78998	C8orf51	1	1	1	0
78999	LRFN4	1	1	1	0
79000	C1orf135	1	1	1	0
79001	VKORC1	1	1	1	0
79002	C19orf43	1	1	1	0
79003	MIS12	1	1	1	0
79004	CUEDC2	1	1	1	0
79005	SCNM1	1	1	1	0
79006	METRN	0	0	1	0
79007	DBNDD1	0	0	1	0
79008	SLX1B	0	1	1	0
79009	DDX50	1	1	1	0
79012	CAMKV	1	1	1	0
79015	LOC79015	1	1	1	0
79016	DDA1	1	1	1	0
79017	GGCT	1	1	1	0
79018	C17orf39	0	0	1	0
79019	CENPM	0	1	1	0
79020	C7orf25	1	1	1	0
79022	TMEM106C	0	1	1	0
79023	NUP37	1	1	1	0
79024	C13orf44	1	1	1	0
79025	C20orf195	1	1	1	0
79026	AHNAK	1	1	1	0
79027	ZNF655	1	1	1	0
79029	SPATA5L1	0	0	1	0
79031	PDCL3	1	1	1	0
79033	ERI3	1	1	1	0
79034	C7orf26	0	0	1	0
79035	OBFC2B	1	1	1	0
79036	KXD1	1	1	1	0
79037	PVRIG	1	1	1	0
79038	ZFYVE21	1	1	1	0
79039	DDX54	1	1	1	0
79041	TMEM38A	0	1	1	0
79042	TSEN34	1	1	1	0
79047	KCTD15	0	1	1	0
79048	SECISBP2	1	1	1	0
79050	NOC4L	1	1	1	0
79053	ALG8	1	1	1	0
79054	TRPM8	1	1	1	0
79056	PRRG4	1	1	1	0
79057	PRRG3	0	1	1	0
79058	ASPSCR1	1	1	1	0
79064	TMEM223	0	1	1	0
79065	ATG9A	1	1	1	0
79066	METTL16	1	1	1	0
79068	FTO	0	1	1	0
79070	KDELC1	1	1	1	0
79071	ELOVL6	0	0	1	0
79072	FASTKD3	0	1	1	0
79073	TMEM109	1	1	1	0
79074	C2orf49	1	1	1	0
79075	DSCC1	1	1	1	0
79077	DCTPP1	1	1	1	0
79078	C1orf50	1	1	1	0
79080	CCDC86	1	1	1	0
79081	C11orf48	0	0	1	0
79083	MLPH	1	1	1	0
79084	WDR77	0	1	1	0
79085	SLC25A23	1	1	1	0
79086	C19orf42	1	1	1	0
79087	ALG12	1	1	1	0
79088	ZNF426	1	1	1	0
79089	TMUB2	1	1	1	0
79090	TRAPPC6A	1	1	1	0
79091	METTL22	1	1	1	0
79092	CARD14	1	1	1	0
79094	CHAC1	1	1	1	0
79095	C9orf16	1	1	1	0
79096	C11orf49	1	1	1	0
79097	TRIM48	1	1	1	0
79098	C1orf116	1	1	1	0
79101	TAF1D	1	1	1	0
79102	RNF26	1	1	1	0
79109	MAPKAP1	1	1	1	0
79132	DHX58	1	1	1	0
79133	C20orf7	1	1	1	0
79134	TMEM185B	1	1	1	0
79139	DERL1	1	1	1	0
79140	CCDC28B	0	1	1	0
79142	PHF23	1	1	1	0
79143	MBOAT7	1	1	1	0
79144	PPDPF	1	1	1	0
79145	CHCHD7	1	1	1	0
79147	FKRP	0	0	1	0
79148	MMP28	1	1	1	0
79149	ZSCAN5A	1	1	1	0
79152	FA2H	1	1	1	0
79153	GDPD3	0	0	1	0
79154	DHRS11	1	1	1	0
79156	PLEKHF1	1	1	1	0
79157	MFSD11	1	1	1	0
79158	GNPTAB	1	1	1	0
79159	NOL12	1	1	1	0
79160	MGC4294	1	1	1	0
79161	C7orf23	1	1	1	0
79165	LENG1	0	1	1	0
79168	LILRA6	0	0	1	0
79169	C1orf35	1	1	1	0
79170	PRR15L	1	1	1	0
79171	RBM42	1	1	1	0
79172	CENPO	1	1	1	0
79173	C19orf57	1	1	1	0
79174	CRELD2	1	1	1	0
79175	ZNF343	1	1	1	0
79176	FBXL15	0	1	1	0
79177	ZNF576	1	1	1	0
79178	THTPA	1	1	1	0
79180	EFHD2	0	0	1	0
79183	TTPAL	0	0	1	0
79184	BRCC3	1	1	1	0
79187	FSD1	1	1	1	0
79188	TMEM43	1	1	1	0
79190	IRX6	0	0	1	0
79191	IRX3	0	0	1	0
79192	IRX1	0	0	1	0
79228	THOC6	1	1	1	0
79258	MMEL1	0	0	1	0
79269	DCAF10	1	1	1	0
79290	OR13A1	0	0	1	0
79295	OR5H6	0	0	1	0
79315	OR7E91P	0	1	1	0
79339	OR51B4	0	0	1	0
79345	OR51B2	0	1	1	0
79363	RSG1	1	1	1	0
79364	ZXDC	1	1	1	0
79365	BHLHE41	0	0	1	0
79366	HMGN5	1	1	1	0
79368	FCRL2	0	1	1	0
79369	B3GNT4	0	0	1	0
79370	BCL2L14	1	1	1	0
79400	NOX5	0	1	1	0
79411	GLB1L	0	1	1	0
79412	KREMEN2	0	0	1	0
79413	ZBED2	0	1	1	0
79414	LRFN3	0	1	1	0
79415	C17orf62	1	1	1	0
79441	HAUS3	1	1	1	0
79442	LRRC2	1	1	1	0
79443	FYCO1	1	1	1	0
79444	BIRC7	0	1	1	0
79446	WDR25	1	1	1	0
79447	C16orf53	1	1	1	0
79465	ULBP3	0	1	1	0
79541	OR2A4	0	1	1	0
79567	FAM65A	0	0	1	0
79568	C2orf47	0	1	1	0
79570	NKAIN1	0	1	1	0
79571	GCC1	1	1	1	0
79572	ATP13A3	0	0	1	0
79575	ABHD8	0	0	1	0
79576	NKAP	1	1	1	0
79577	CDC73	1	1	1	0
79581	SLC52A2	1	1	1	0
79582	SPAG16	1	1	1	0
79583	TMEM231	1	1	1	0
79585	CORO7	0	1	1	0
79586	CHPF	0	0	1	0
79589	RNF128	0	1	1	0
79594	MUL1	1	1	1	0
79595	SAP130	1	1	1	0
79596	RNF219	1	1	1	0
79598	CEP97	0	1	1	0
79600	TCTN1	0	0	1	0
79602	ADIPOR2	0	1	1	0
79603	CERS4	1	1	1	0
79607	FAM118B	1	1	1	0
79608	RIC3	1	1	1	0
79611	ACSS3	1	1	1	0
79612	NAA16	1	1	1	0
79613	TMCO7	1	1	1	0
79614	C5orf23	0	1	1	0
79616	CCNJL	1	1	1	0
79618	HMBOX1	1	1	1	0
79621	RNASEH2B	1	1	1	0
79622	SNRNP25	1	1	1	0
79623	GALNT14	1	1	1	0
79624	C6orf211	1	1	1	0
79625	NDNF	0	1	1	0
79626	TNFAIP8L2	0	0	1	0
79627	OGFRL1	0	0	1	0
79628	SH3TC2	0	1	1	0
79629	OCEL1	0	1	1	0
79630	C1orf54	0	1	1	0
79631	EFTUD1	0	1	1	0
79632	FAM184A	0	1	1	0
79634	SCRN3	1	1	1	0
79635	CCDC121	0	1	1	0
79637	ARMC7	1	1	1	0
79639	TMEM53	0	1	1	0
79640	C22orf46	1	1	1	0
79641	ROGDI	1	1	1	0
79642	ARSJ	1	1	1	0
79643	CHMP6	1	1	1	0
79644	SRD5A3	1	1	1	0
79645	EFCAB1	0	1	1	0
79646	PANK3	0	0	1	0
79647	AKIRIN1	0	1	1	0
79648	MCPH1	1	1	1	0
79650	C16orf57	1	1	1	0
79651	RHBDF2	1	1	1	0
79652	TMEM204	1	1	1	0
79654	HECTD3	1	1	1	0
79656	BEND5	1	1	1	0
79657	RPAP3	0	1	1	0
79658	ARHGAP10	0	1	1	0
79660	PPP1R3B	0	1	1	0
79661	NEIL1	1	1	1	0
79663	HSPBAP1	1	1	1	0
79664	NARG2	0	1	1	0
79665	DHX40	1	1	1	0
79666	PLEKHF2	1	1	1	0
79668	PARP8	0	0	1	0
79669	C3orf52	1	1	1	0
79670	ZCCHC6	1	1	1	0
79671	NLRX1	1	1	1	0
79672	FN3KRP	0	1	1	0
79673	ZNF329	0	1	1	0
79674	VEPH1	0	1	1	0
79675	FASTKD1	1	1	1	0
79676	OGFOD2	0	1	1	0
79677	SMC6	0	0	1	0
79679	VTCN1	0	1	1	0
79680	C22orf29	1	1	1	0
79682	MLF1IP	1	1	1	0
79684	MSANTD2	0	0	1	0
79685	SAP30L	1	1	1	0
79686	LINC00341	1	1	1	0
79689	STEAP4	0	0	1	0
79690	GAL3ST4	1	1	1	0
79691	QTRTD1	1	1	1	0
79692	ZNF322	0	1	1	0
79693	YRDC	1	1	1	0
79694	MANEA	0	0	1	0
79695	GALNT12	1	1	1	0
79696	ZC2HC1C	1	1	1	0
79697	C14orf169	0	0	1	0
79698	ZMAT4	1	1	1	0
79699	ZYG11B	1	1	1	0
79701	C17orf101	1	1	1	0
79703	C11orf80	1	1	1	0
79705	LRRK1	0	1	1	0
79706	PRKRIP1	1	1	1	0
79707	NOL9	0	1	1	0
79709	GLT25D1	0	0	1	0
79711	IPO4	1	1	1	0
79712	GTDC1	0	1	1	0
79713	IGFLR1	0	0	1	0
79714	CCDC51	1	1	1	0
79716	NPEPL1	1	1	1	0
79717	PPCS	0	0	1	0
79718	TBL1XR1	0	1	1	0
79719	AAGAB	0	1	1	0
79720	VPS37B	1	1	1	0
79722	ANKRD55	0	1	1	0
79723	SUV39H2	1	1	1	0
79724	ZNF768	1	1	1	0
79725	THAP9	0	0	1	0
79726	WDR59	0	1	1	0
79727	LIN28A	0	1	1	0
79728	PALB2	0	0	1	0
79730	NSUN7	0	1	1	0
79731	NARS2	1	1	1	0
79733	E2F8	1	1	1	0
79734	KCTD17	1	1	1	0
79735	TBC1D17	1	1	1	0
79736	TEFM	0	1	1	0
79738	BBS10	1	1	1	0
79739	TTLL7	0	1	1	0
79740	ZBBX	1	1	1	0
79741	C10orf68	0	1	1	0
79744	ZNF419	1	1	1	0
79745	CLIP4	1	1	1	0
79746	ECHDC3	0	0	1	0
79750	ZNF385D	1	1	1	0
79751	SLC25A22	1	1	1	0
79752	ZFAND1	0	1	1	0
79753	SNIP1	1	1	1	0
79754	ASB13	1	1	1	0
79755	ZNF750	0	1	1	0
79758	DHRS12	1	1	1	0
79759	ZNF668	0	0	1	0
79760	GEMIN7	1	1	1	0
79762	C1orf115	0	0	1	0
79763	ISOC2	1	1	1	0
79767	ELMO3	1	1	1	0
79768	C15orf29	0	1	1	0
79770	TXNDC15	1	1	1	0
79772	MCTP1	0	0	1	0
79774	GRTP1	0	0	1	0
79777	ACBD4	1	1	1	0
79778	MICALL2	0	1	1	0
79780	CCDC82	1	1	1	0
79781	IQCA1	0	1	1	0
79782	LRRC31	0	1	1	0
79783	C7orf10	0	1	1	0
79785	RERGL	0	0	1	0
79786	KLHL36	1	1	1	0
79789	CLMN	0	0	1	0
79791	FBXO31	0	0	1	0
79792	GSDMD	1	1	1	0
79794	C12orf49	1	1	1	0
79796	ALG9	1	1	1	0
79797	ZNF408	1	1	1	0
79798	ARMC5	1	1	1	0
79799	UGT2A3	0	1	1	0
79800	ALS2CR8	1	1	1	0
79801	SHCBP1	1	1	1	0
79802	HHIPL2	1	1	1	0
79803	HPS6	0	0	1	0
79804	NBLA00301	0	1	1	0
79805	VASH2	1	1	1	0
79807	GSTCD	1	1	1	0
79809	TTC21B	0	0	1	0
79810	PTCD2	1	1	1	0
79811	SLTM	0	0	1	0
79812	MMRN2	0	0	1	0
79814	AGMAT	1	1	1	0
79815	NIPAL2	0	1	1	0
79816	TLE6	1	1	1	0
79817	MOB3B	1	1	1	0
79819	WDR78	1	1	1	0
79820	CATSPERB	0	0	1	0
79822	ARHGAP28	1	1	1	0
79823	CAMKMT	0	1	1	0
79825	CCDC48	0	0	1	0
79827	CLMP	1	1	1	0
79828	METTL8	0	1	1	0
79829	NAA40	0	1	1	0
79830	ZMYM1	1	1	1	0
79831	KDM8	1	1	1	0
79833	GEMIN6	1	1	1	0
79836	LONRF3	0	1	1	0
79837	PIP4K2C	0	0	1	0
79838	TMC5	1	1	1	0
79839	CCDC102B	0	1	1	0
79841	AGBL2	1	1	1	0
79842	ZBTB3	0	0	1	0
79843	FAM124B	1	1	1	0
79844	ZDHHC11	1	1	1	0
79846	C7orf63	0	1	1	0
79847	TMEM180	0	1	1	0
79848	CSPP1	0	1	1	0
79849	PDZD3	1	1	1	0
79850	FAM57A	0	1	1	0
79852	EPHX3	0	0	1	0
79853	TM4SF20	0	1	1	0
79854	LINC00115	0	0	1	0
79856	SNX22	1	1	1	0
79857	FLJ13224	0	1	1	0
79858	NEK11	1	1	1	0
79861	TUBAL3	0	1	1	0
79862	ZNF669	0	0	1	0
79863	RBFA	1	1	1	0
79864	C11orf63	0	1	1	0
79865	TREML2	0	1	1	0
79866	BORA	0	0	1	0
79867	TCTN2	1	1	1	0
79868	ALG13	1	1	1	0
79869	CPSF7	1	1	1	0
79870	BAALC	1	1	1	0
79871	RPAP2	0	1	1	0
79872	CBLL1	0	1	1	0
79873	NUDT18	1	1	1	0
79874	RABEP2	0	1	1	0
79875	THSD4	1	1	1	0
79876	UBA5	1	1	1	0
79877	DCAKD	1	1	1	0
79879	CCDC134	1	1	1	0
79882	ZC3H14	1	1	1	0
79883	PODNL1	0	1	1	0
79885	HDAC11	1	1	1	0
79886	C9orf82	1	1	1	0
79887	PLBD1	1	1	1	0
79888	LPCAT1	1	1	1	0
79890	RIN3	0	0	1	0
79891	ZNF671	1	1	1	0
79892	MCMBP	1	1	1	0
79893	GGNBP2	0	0	1	0
79894	ZNF672	1	1	1	0
79895	ATP8B4	0	0	1	0
79896	THNSL1	1	1	1	0
79897	RPP21	1	1	1	0
79898	ZNF613	0	0	1	0
79901	CYBRD1	0	1	1	0
79902	NUP85	1	1	1	0
79903	NAA60	1	1	1	0
79905	TMC7	0	1	1	0
79906	MORN1	1	1	1	0
79908	BTNL8	0	1	1	0
79912	PYROXD1	1	1	1	0
79913	ACTR5	0	0	1	0
79915	ATAD5	0	0	1	0
79917	MAGIX	0	1	1	0
79918	SETD6	1	1	1	0
79919	C2orf54	0	1	1	0
79921	TCEAL4	1	1	1	0
79922	MRM1	1	1	1	0
79923	NANOG	0	1	1	0
79924	ADM2	0	0	1	0
79927	FAM110D	0	0	1	0
79930	DOK3	1	1	1	0
79931	TNIP3	0	1	1	0
79932	KIAA0319L	1	1	1	0
79933	SYNPO2L	0	0	1	0
79934	ADCK4	1	1	1	0
79937	CNTNAP3	0	0	1	0
79939	SLC35E1	0	0	1	0
79943	ZNF696	0	1	1	0
79944	L2HGDH	1	1	1	0
79946	C10orf95	0	0	1	0
79947	DHDDS	1	1	1	0
79949	C10orf81	1	1	1	0
79953	SYNDIG1	1	1	1	0
79954	NOL10	1	1	1	0
79955	PDZD7	0	0	1	0
79956	ERMP1	1	1	1	0
79957	PAQR6	0	0	1	0
79958	DENND1C	1	1	1	0
79959	CEP76	1	1	1	0
79960	PHF17	1	1	1	0
79961	DENND2D	1	1	1	0
79962	DNAJC22	0	0	1	0
79963	ABCA11P	0	1	1	0
79966	SCD5	1	1	1	0
79968	WDR76	0	1	1	0
79969	ATAT1	1	1	1	0
79970	ZNF767	0	1	1	0
79971	WLS	1	1	1	0
79974	C7orf58	0	1	1	0
79977	GRHL2	0	1	1	0
79979	TRMT2B	1	1	1	0
79980	DSN1	0	1	1	0
79981	FRMD1	0	0	1	0
79982	DNAJB14	0	1	1	0
79983	POF1B	1	1	1	0
79986	ZNF702P	0	1	1	0
79989	TTC26	1	1	1	0
79990	PLEKHH3	0	1	1	0
79991	OBFC1	1	1	1	0
79993	ELOVL7	0	1	1	0
79998	ANKRD53	0	0	1	0
80003	PCNXL2	1	1	1	0
80004	ESRP2	0	1	1	0
80005	DOCK5	0	1	1	0
80006	C5orf44	1	1	1	0
80007	C10orf88	1	1	1	0
80008	TMEM156	0	1	1	0
80010	RMI1	0	1	1	0
80011	FAM192A	1	1	1	0
80012	PHC3	0	1	1	0
80013	FAM188A	0	1	1	0
80017	C14orf159	1	1	1	0
80018	NAA25	0	1	1	0
80019	UBTD1	1	1	1	0
80020	FOXRED2	1	1	1	0
80021	TMEM62	0	1	1	0
80022	MYO15B	1	1	1	0
80023	NRSN2	0	1	1	0
80024	SLC24A6	0	1	1	0
80025	PANK2	1	1	1	0
80028	FBXL18	1	1	1	0
80031	SEMA6D	0	0	1	0
80032	ZNF556	1	1	1	0
80035	ANP32A-IT1	0	1	1	0
80036	TRPM3	0	1	1	0
80045	GPR157	1	1	1	0
80052	RPS2P45	0	0	1	0
80055	PGAP1	0	0	1	0
80059	LRRTM4	0	1	1	0
80063	ATF7IP2	0	0	1	0
80067	DCAF17	0	0	1	0
80069	LINC00574	0	1	1	0
80072	C15orf34	0	0	1	0
80094	FLJ14107	1	1	1	0
80095	ZNF606	1	1	1	0
80097	MZT2B	1	1	1	0
80099	C7orf69	0	0	1	0
80108	ZFP2	0	1	1	0
80110	ZNF614	1	1	1	0
80111	C3orf36	0	1	1	0
80112	WBSCR23	0	1	1	0
80114	BICC1	0	0	1	0
80115	BAIAP2L2	1	1	1	0
80117	ARL14	1	1	1	0
80119	PIF1	0	0	1	0
80122	YSK4	1	1	1	0
80124	VCPIP1	0	0	1	0
80125	CCDC33	1	1	1	0
80127	C14orf45	0	1	1	0
80128	TRIM46	0	1	1	0
80129	CCDC170	0	1	1	0
80131	LRRC8E	1	1	1	0
80135	RPF1	1	1	1	0
80139	ZNF703	0	0	1	0
80142	PTGES2	1	1	1	0
80143	SIKE1	0	0	1	0
80145	THOC7	0	1	1	0
80146	UXS1	1	1	1	0
80148	PQLC1	0	0	1	0
80149	ZC3H12A	1	1	1	0
80150	ASRGL1	0	1	1	0
80152	CENPT	0	0	1	0
80153	EDC3	1	1	1	0
80154	AGSK1	1	1	1	0
80155	NAA15	0	0	1	0
80157	CWH43	0	0	1	0
80161	ASMTL-AS1	0	0	1	0
80162	ATHL1	0	1	1	0
80167	C4orf29	0	1	1	0
80168	MOGAT2	0	1	1	0
80169	CTC1	0	1	1	0
80173	IFT74	0	0	1	0
80174	DBF4B	1	1	1	0
80176	SPSB1	1	1	1	0
80177	MYCT1	1	1	1	0
80178	C16orf59	1	1	1	0
80179	MYO19	1	1	1	0
80183	KIAA0226L	0	1	1	0
80184	CEP290	1	1	1	0
80185	TTI2	1	1	1	0
80194	TMEM134	0	1	1	0
80195	C10orf57	0	0	1	0
80196	RNF34	1	1	1	0
80198	MUS81	1	1	1	0
80199	FUZ	1	1	1	0
80201	HKDC1	1	1	1	0
80204	FBXO11	0	1	1	0
80205	CHD9	1	1	1	0
80206	FHOD3	0	0	1	0
80207	OPA3	0	1	1	0
80208	SPG11	0	1	1	0
80210	ARMC9	1	1	1	0
80212	CCDC92	1	1	1	0
80213	TM2D3	1	1	1	0
80215	RUNX1-IT1	0	1	1	0
80216	ALPK1	0	1	1	0
80217	WDR96	0	0	1	0
80218	NAA50	1	1	1	0
80219	COQ10B	0	1	1	0
80221	ACSF2	1	1	1	0
80222	TARS2	1	1	1	0
80223	RAB11FIP1	0	0	1	0
80224	NUBPL	1	1	1	0
80227	PAAF1	1	1	1	0
80228	ORAI2	0	0	1	0
80230	RUFY1	1	1	1	0
80231	CXorf21	0	1	1	0
80233	C17orf70	1	1	1	0
80235	PIGZ	0	1	1	0
80237	ELL3	0	1	1	0
80243	PREX2	0	0	1	0
80254	CEP63	1	1	1	0
80255	SLC35F5	1	1	1	0
80256	FAM214B	1	1	1	0
80258	EFHC2	1	1	1	0
80262	C16orf70	1	1	1	0
80263	TRIM45	0	0	1	0
80264	ZNF430	0	1	1	0
80267	EDEM3	1	1	1	0
80270	HSD3B7	1	1	1	0
80271	ITPKC	0	0	1	0
80273	GRPEL1	1	1	1	0
80274	SCUBE1	0	0	1	0
80279	CDK5RAP3	0	1	1	0
80298	MTERFD3	0	1	1	0
80301	PLEKHO2	1	1	1	0
80303	EFHD1	0	1	1	0
80304	C2orf44	1	1	1	0
80305	TRABD	1	1	1	0
80306	MED28	1	1	1	0
80308	FLAD1	1	1	1	0
80309	SPHKAP	0	1	1	0
80310	PDGFD	1	1	1	0
80311	KLHL15	0	1	1	0
80313	LRRC27	0	0	1	0
80314	EPC1	0	1	1	0
80315	CPEB4	0	1	1	0
80316	PPP1R2P9	0	0	1	0
80317	ZKSCAN3	1	1	1	0
80318	GKAP1	1	1	1	0
80319	CXXC4	0	1	1	0
80320	SP6	0	1	1	0
80321	CEP70	1	1	1	0
80323	CCDC68	1	1	1	0
80324	PUS1	0	0	1	0
80325	ABTB1	1	1	1	0
80326	WNT10A	0	0	1	0
80328	ULBP2	1	1	1	0
80329	ULBP1	0	0	1	0
80331	DNAJC5	0	0	1	0
80332	ADAM33	0	1	1	0
80333	KCNIP4	1	1	1	0
80335	WDR82	0	1	1	0
80339	PNPLA3	1	1	1	0
80341	BPIFB2	1	1	1	0
80342	TRAF3IP3	0	1	1	0
80344	DCAF11	0	0	1	0
80345	ZSCAN16	1	1	1	0
80346	REEP4	1	1	1	0
80347	COASY	1	1	1	0
80349	WDR61	1	1	1	0
80350	LPAL2	0	1	1	0
80351	TNKS2	0	0	1	0
80352	RNF39	0	0	1	0
80380	PDCD1LG2	0	1	1	0
80381	CD276	0	0	1	0
80700	UBXN6	1	1	1	0
80704	SLC19A3	1	1	1	0
80705	TSGA10	1	1	1	0
80709	AKNA	0	0	1	0
80712	ESX1	0	0	1	0
80714	PBX4	0	1	1	0
80723	SLC35G2	1	1	1	0
80724	ACAD10	1	1	1	0
80725	SRCIN1	0	0	1	0
80726	KIAA1683	1	1	1	0
80727	TTYH3	0	1	1	0
80736	SLC44A4	1	1	1	0
80737	VWA7	0	0	1	0
80739	C6orf25	0	1	1	0
80740	LY6G6C	0	1	1	0
80741	LY6G5C	0	0	1	0
80742	PRR3	0	1	1	0
80745	THUMPD2	1	1	1	0
80746	TSEN2	1	1	1	0
80755	AARSD1	1	1	1	0
80757	TMEM121	0	0	1	0
80758	PRR7	0	1	1	0
80759	KHDC1	1	1	1	0
80760	ITIH5	1	1	1	0
80761	UPK3B	1	1	1	0
80762	NDFIP1	1	1	1	0
80763	C12orf39	1	1	1	0
80764	THAP7	1	1	1	0
80765	STARD5	0	0	1	0
80774	LIMD2	1	1	1	0
80775	TMEM177	1	1	1	0
80776	B9D2	1	1	1	0
80777	CYB5B	1	1	1	0
80778	ZNF34	1	1	1	0
80789	INTS5	0	1	1	0
80790	CMIP	1	1	1	0
80817	CEP44	1	1	1	0
80818	ZNF436	0	1	1	0
80820	EEPD1	0	0	1	0
80821	DDHD1	0	0	1	0
80823	BHLHB9	0	0	1	0
80824	DUSP16	0	1	1	0
80829	ZFP91	0	1	1	0
80830	APOL6	0	1	1	0
80831	APOL5	0	0	1	0
80832	APOL4	1	1	1	0
80833	APOL3	0	0	1	0
80834	TAS1R2	0	0	1	0
80835	TAS1R1	0	0	1	0
80851	SH3BP5L	1	1	1	0
80854	SETD7	0	1	1	0
80856	KIAA1715	0	0	1	0
80862	ZNRD1-AS1	0	1	1	0
80863	PRRT1	0	1	1	0
80864	EGFL8	1	1	1	0
80895	ILKAP	1	1	1	0
80896	NPL	0	1	1	0
80975	TMPRSS5	0	1	1	0
81027	TUBB1	1	1	1	0
81029	WNT5B	1	1	1	0
81030	ZBP1	1	1	1	0
81031	SLC2A10	0	1	1	0
81033	KCNH6	1	1	1	0
81034	SLC25A32	1	1	1	0
81035	COLEC12	0	1	1	0
81037	CLPTM1L	0	0	1	0
81050	OR5AC2	0	0	1	0
81099	OR4F17	0	0	1	0
81282	OR51G2	0	0	1	0
81285	OR51E2	0	1	1	0
81341	OR10W1	0	1	1	0
81392	OR2AE1	0	0	1	0
81399	OR4F16	0	0	1	0
81469	OR2G3	0	0	1	0
81472	OR2C3	0	1	1	0
81488	POLR2M	1	1	1	0
81490	PTDSS2	0	1	1	0
81491	GPR63	0	0	1	0
81492	RSPH6A	0	0	1	0
81493	SYNC	0	1	1	0
81494	CFHR5	0	1	1	0
81501	DCSTAMP	0	1	1	0
81502	HM13	1	1	1	0
81532	MOB2	0	0	1	0
81533	ITFG1	0	1	1	0
81537	SGPP1	0	0	1	0
81539	SLC38A1	1	1	1	0
81542	TMX1	1	1	1	0
81543	LRRC3	0	1	1	0
81544	GDPD5	1	1	1	0
81545	FBXO38	0	1	1	0
81550	TDRD3	1	1	1	0
81551	STMN4	1	1	1	0
81552	VOPP1	0	0	1	0
81553	FAM49A	0	0	1	0
81554	WBSCR16	0	0	1	0
81555	YIPF5	1	1	1	0
81556	C15orf44	1	1	1	0
81557	MAGED4B	1	1	1	0
81559	TRIM11	1	1	1	0
81562	LMAN2L	0	1	1	0
81563	C1orf21	0	1	1	0
81565	NDEL1	1	1	1	0
81566	CSRNP2	1	1	1	0
81567	TXNDC5	0	1	1	0
81569	ACTL8	1	1	1	0
81570	CLPB	1	1	1	0
81571	MIR600HG	0	0	1	0
81572	PDRG1	1	1	1	0
81573	ANKRD13C	0	0	1	0
81575	APOLD1	0	0	1	0
81576	CCDC130	1	1	1	0
81577	GFOD2	1	1	1	0
81578	COL21A1	0	1	1	0
81579	PLA2G12A	1	1	1	0
81602	CDADC1	0	1	1	0
81603	TRIM8	0	0	1	0
81605	URM1	1	1	1	0
81606	LBH	1	1	1	0
81607	PVRL4	1	1	1	0
81608	FIP1L1	1	1	1	0
81609	SNX27	1	1	1	0
81611	ANP32E	0	0	1	0
81614	NIPA2	1	1	1	0
81615	TMEM163	0	0	1	0
81616	ACSBG2	1	1	1	0
81617	CAB39L	1	1	1	0
81618	ITM2C	1	1	1	0
81619	TSPAN14	1	1	1	0
81620	CDT1	0	0	1	0
81621	KAZALD1	0	0	1	0
81622	UNC93B1	0	0	1	0
81624	DIAPH3	0	1	1	0
81626	SHCBP1L	0	1	1	0
81627	TRMT1L	0	1	1	0
81628	TSC22D4	1	1	1	0
81629	TSSK3	1	1	1	0
81631	MAP1LC3B	1	1	1	0
81669	CCNL2	0	1	1	0
81671	VMP1	1	1	1	0
81688	C6orf62	0	0	1	0
81689	ISCA1	0	0	1	0
81691	LOC81691	0	1	1	0
81696	OR5V1	0	0	1	0
81697	OR2B2	0	0	1	0
81698	C15orf5	0	1	1	0
81704	DOCK8	1	1	1	0
81706	PPP1R14C	0	0	1	0
81786	TRIM7	0	1	1	0
81788	NUAK2	1	1	1	0
81789	TIGD6	0	1	1	0
81790	RNF170	0	1	1	0
81792	ADAMTS12	0	1	1	0
81793	TLR10	0	1	1	0
81796	SLCO5A1	0	0	1	0
81797	OR12D3	0	0	1	0
81831	NETO2	1	1	1	0
81833	SPACA1	1	1	1	0
81839	VANGL1	0	1	1	0
81844	TRIM56	0	1	1	0
81846	SBF2	0	1	1	0
81847	RNF146	1	1	1	0
81848	SPRY4	0	1	1	0
81849	ST6GALNAC5	1	1	1	0
81850	KRTAP1-3	0	0	1	0
81851	KRTAP1-1	0	0	1	0
81853	TMEM14B	1	1	1	0
81854	MGC3771	0	1	1	0
81855	SFXN3	1	1	1	0
81856	ZNF611	1	1	1	0
81857	MED25	0	0	1	0
81858	SHARPIN	0	0	1	0
81873	ARPC5L	0	0	1	0
81875	ISG20L2	1	1	1	0
81876	RAB1B	0	1	1	0
81887	LAS1L	1	1	1	0
81888	HYI	1	1	1	0
81889	FAHD1	0	1	1	0
81890	QTRT1	1	1	1	0
81892	SLIRP	0	1	1	0
81926	FAM108A1	1	1	1	0
81929	SEH1L	1	1	1	0
81930	KIF18A	0	0	1	0
81932	HDHD3	1	1	1	0
83259	PCDH11Y	0	0	1	0
83394	PITPNM3	0	1	1	0
83401	ELOVL3	1	1	1	0
83416	FCRL5	0	1	1	0
83417	FCRL4	0	1	1	0
